player_id,first_name,last_name,position,bats,throws,dob,height,weight,batting_average,earned_run_average,wins_above_replacement,on_base_percentage,fielding_percentage,slugging_percentage,location_lat,location_long
433,Zion,Robbins,1,switch,left,2/14/1995,73,194,0.347,4.08,2.3,0.336,0.965,0.541,30.53358454,-97.62320062
434,Colten,Chambers,3,switch,right,10/26/1997,73,161,0.34,,4.6,0.317,0.98,0.575,30.37731165,-97.41899944
435,Larry,Lin,1,left,left,8/24/1998,79,190,0.317,4.64,5.3,0.395,0.951,0.588,30.47493381,-97.31697965
436,Lawrence,Chambers,7,switch,right,8/19/1995,65,188,0.252,,1.7,0.35,0.953,0.581,30.43005535,-97.66464592
437,Bryant,Chavez,1,left,right,12/11/1998,67,162,0.223,4.99,3.1,0.334,0.959,0.363,30.44775348,-97.52880096
438,Harvey,Carey,6,switch,left,10/12/2001,66,232,0.322,,4.4,0.369,0.995,0.581,30.58494844,-97.46288063
439,Leo,Beck,1,right,left,12/7/2000,74,200,0.28,2.62,1.4,0.373,0.994,0.375,30.6589808,-97.3750885
440,Jovany,Proctor,1,right,right,5/22/1995,74,186,0.261,4.15,4.6,0.37,0.959,0.473,30.65457534,-97.28139551
441,Charley,Fox,1,left,right,9/6/2001,73,218,0.334,3.89,0.3,0.333,0.957,0.537,30.58101568,-97.5878691
442,John,Booker,6,right,left,2/23/1997,68,230,0.221,,8.9,0.328,0.991,0.396,30.30002048,-97.3326802
443,Clayton,Nunez,1,switch,left,12/25/2003,73,226,0.298,2.37,7.2,0.34,0.994,0.525,30.46007622,-97.3431438
444,Isaias,Hinton,1,switch,left,4/18/1998,71,166,0.305,4.86,3.7,0.368,0.971,0.532,30.5739625,-97.36072544
445,first_name,Pollard,1,switch,left,10/30/2002,69,212,0.287,3.26,2.2,0.366,0.986,0.578,30.75894828,-97.29072227
446,Jared,James,1,switch,left,5/4/1999,70,195,0.254,4.88,6.7,0.387,0.992,0.387,30.4958457,-97.44443126
447,Joey,Lin,1,left,left,4/25/2003,76,150,0.23,3.07,2.8,0.399,0.997,0.412,30.41000745,-97.30275304
448,Gregory,Turner,9,switch,right,2/5/1998,73,244,0.251,,1.2,0.349,0.982,0.544,30.57293589,-97.43694629
449,Frazer,Clayton,1,left,right,5/15/2003,76,234,0.262,2.56,6.4,0.315,0.955,0.592,30.63180354,-97.35248924
450,Joshua,Kelley,1,switch,right,3/15/1999,69,170,0.28,2.19,4.3,0.304,0.96,0.487,30.45504918,-97.43219032
451,Dario,Turner,1,left,left,8/25/2000,73,201,0.232,4.79,6.1,0.356,0.981,0.526,30.44324744,-97.51224986
452,Imran,Harding,6,left,right,4/6/2000,80,203,0.347,,5.9,0.327,0.952,0.404,30.59382256,-97.36618562
453,Roy,Barry,1,left,left,12/20/1999,76,198,0.211,2.85,1.2,0.316,0.981,0.407,30.58080486,-97.71147142
454,Nicholas,Trujillo,1,switch,right,5/12/1998,66,212,0.222,3.87,1.9,0.322,0.997,0.59,30.52721607,-97.6058551
455,Anthony,Odonnell,1,switch,left,3/21/2001,75,162,0.272,3.85,9.9,0.331,0.976,0.398,30.75387769,-97.60389732
456,Louis,Bryan,1,left,right,12/9/2003,74,170,0.224,2.7,7.9,0.334,0.953,0.549,30.38939506,-97.62746823
457,Angus,Mayer,1,left,right,11/17/2001,76,155,0.245,4.84,4.8,0.36,0.995,0.52,30.47118194,-97.28581242
458,Braylon,Donaldson,7,switch,right,7/2/1998,71,229,0.221,,3.1,0.355,0.965,0.595,30.66174546,-97.67399273
459,Zechariah,Buck,7,left,right,6/15/1997,76,190,0.27,,4,0.303,0.966,0.541,30.40582451,-97.66680812
460,Wilson,Chung,1,left,left,10/8/2002,70,140,0.302,4.31,0.6,0.341,0.957,0.549,30.47835936,-97.5812601
461,Ellis,French,1,switch,right,11/20/1999,79,171,0.207,3.27,0.6,0.315,0.977,0.363,30.35160558,-97.55675551
462,Jan,Kelley,1,left,left,12/1/1998,75,181,0.341,4.97,6.4,0.304,0.961,0.467,30.70615215,-97.66565911
463,Hussain,Jefferson,1,switch,right,12/10/2002,79,223,0.25,2.4,8.7,0.304,0.982,0.533,30.32183632,-97.58168272
464,Hayden,last_name,3,switch,right,9/28/1997,80,236,0.278,,3.2,0.315,0.957,0.524,30.73452137,-97.26480502
465,Nicholas,Hays,4,right,left,8/12/1999,72,161,0.339,,3.4,0.338,0.999,0.597,30.53373558,-97.58107569
466,Leland,Vang,1,right,right,9/20/1998,66,145,0.284,4.06,5.6,0.335,0.972,0.549,30.61746476,-97.65174648
467,Dario,Schneider,1,switch,left,10/9/1995,67,184,0.349,2.09,1.1,0.345,0.995,0.376,30.55359804,-97.70401446
468,Theo,Wood,1,left,right,10/15/2002,74,237,0.204,2.47,2.3,0.309,0.987,0.392,30.45420529,-97.31710859
469,Maximilian:,Hayes,1,switch,right,6/24/2000,80,205,0.292,4.08,7.4,0.358,0.967,0.4,30.36977945,-97.37584376
470,Jefferson,Garrett,3,right,right,3/5/2000,67,146,0.339,,9.3,0.301,0.973,0.351,30.69910677,-97.59274715
471,Nick,Perry,9,switch,left,11/6/1999,66,202,0.254,,9.1,0.387,0.974,0.394,30.51564879,-97.58391191
472,Mack,Reid,1,left,right,10/24/1997,73,152,0.303,4.5,2.7,0.357,0.973,0.454,30.70162025,-97.52915578
473,Travis,Hammond,8,switch,right,4/7/2003,65,249,0.227,,8.6,0.304,0.992,0.413,30.51087002,-97.27676732
474,Winston,Kelley,1,switch,left,3/14/2002,69,154,0.271,2.45,0.9,0.383,0.985,0.451,30.70452928,-97.45353173
475,Leonel,Pham,5,switch,right,1/4/2001,65,238,0.281,,3.1,0.368,0.997,0.491,30.58885,-97.49213587
476,Justice,Arnold,1,left,left,3/18/1995,66,218,0.282,4.32,5.9,0.313,0.95,0.534,30.33332968,-97.41560471
477,Clayton,Harding,6,right,left,5/22/1995,67,161,0.231,,6.5,0.34,0.962,0.379,30.53817185,-97.65816642
478,Lenard,Flynn,1,switch,left,9/13/2003,66,182,0.292,4.49,3.3,0.34,0.958,0.385,30.54187348,-97.51910127
479,Gregory,Cooke,4,right,right,10/13/1998,71,216,0.215,,7.4,0.331,0.958,0.552,30.54192974,-97.25135943
480,Freddy,Rosario,5,left,left,2/11/2002,79,233,0.311,,7.2,0.387,0.987,0.514,30.54699552,-97.24752867
481,Kian,Nunez,1,right,right,9/28/2002,74,237,0.236,3.49,4.1,0.36,0.989,0.59,30.49533551,-97.51278319
482,Charles,Newton,2,switch,left,4/17/2002,70,215,0.296,,2.2,0.362,0.974,0.537,30.33222398,-97.44233516
483,Hussain,Jensen,1,left,right,7/6/1995,74,233,0.342,2.49,5.3,0.324,0.957,0.374,30.46699669,-97.55440814
484,Gus,Hodge,9,left,left,11/20/1997,74,203,0.284,,6.7,0.364,0.99,0.36,30.40109608,-97.54564459
485,Alejandro,Blankenship,1,switch,right,5/2/2000,75,220,0.208,3.69,5.4,0.378,0.989,0.475,30.29159304,-97.56433501
486,Demetrius,Valenzuela,7,left,left,4/19/2000,75,234,0.212,,9.3,0.379,0.996,0.485,30.62231485,-97.55690802
487,Kye,Leonard,1,right,right,11/4/1998,72,224,0.298,2.55,7.3,0.377,0.996,0.555,30.68798126,-97.52722705
488,Ben,Fitzgerald,1,switch,right,3/8/1996,70,215,0.34,3.06,5.6,0.358,0.97,0.514,30.35566593,-97.39412419
489,Ramon,Harvey,1,switch,right,11/27/2002,69,200,0.321,2.39,5.2,0.31,0.981,0.515,30.71748705,-97.25971314
490,Aron,Hooper,7,right,left,8/28/2002,73,239,0.217,,3.4,0.387,0.977,0.569,30.66777859,-97.42687894
491,Chris,Ritter,1,left,left,6/28/2000,65,158,0.203,2.33,4.3,0.313,0.959,0.476,30.48081225,-97.46033599
492,Zachary,Rosario,1,switch,right,12/19/1998,66,233,0.299,4.36,5.3,0.319,0.99,0.591,30.68323803,-97.70381942
493,Gary,Vincent,7,left,right,4/16/1997,74,183,0.286,,1.3,0.323,0.952,0.596,30.32553831,-97.5900131
494,Ciaran,Glass,1,left,right,4/6/2000,71,149,0.268,3.36,0.1,0.349,0.969,0.473,30.52132759,-97.50078768
495,Zachary,Nunez,4,right,right,3/14/1999,75,191,0.219,,4.5,0.323,0.975,0.558,30.66503354,-97.33113414
496,Adil,Chang,3,right,right,7/9/2003,69,174,0.201,,0.9,0.305,0.961,0.586,30.61318979,-97.33009561
497,Roy,Arnold,3,left,left,3/20/2002,80,227,0.221,,1.8,0.372,0.963,0.423,30.54180303,-97.26637225
498,Ricky,Stout,8,right,right,11/3/1995,67,234,0.296,,6.4,0.398,0.963,0.585,30.57724495,-97.37597261
499,Madden,Hodge,2,switch,left,7/19/1995,77,187,0.235,,5,0.333,0.989,0.42,30.28045842,-97.32542364
500,Ralph,Mason,1,right,right,2/27/2001,73,189,0.325,4.22,8,0.3,0.954,0.363,30.6598662,-97.48064348
501,Leonardo,Gentry,5,right,right,4/19/2002,76,222,0.243,,2.5,0.304,0.992,0.493,30.68099708,-97.31416586
502,Clayton,Barry,6,left,left,11/20/1999,68,199,0.307,,1.7,0.318,0.992,0.462,30.2953604,-97.54330769
503,Christopher,Singleton,1,left,right,12/3/2002,70,174,0.29,3.1,4.5,0.396,0.956,0.447,30.591366,-97.44274385
504,Erik,Rivers,6,left,left,12/27/2002,72,182,0.295,,8,0.356,0.95,0.565,30.38052846,-97.42752131
505,Shawn,Mejia,1,right,left,12/14/2001,68,140,0.248,2.62,8.4,0.346,0.994,0.599,30.37327051,-97.63823534
506,Gauge,Duran,1,left,right,2/5/2002,78,150,0.216,2.77,2.6,0.396,0.957,0.503,30.4616499,-97.28432733
507,Melvin,Vincent,9,right,left,10/25/2002,68,202,0.306,,3.4,0.367,0.989,0.503,30.48961233,-97.6707266
508,Larry,Bryan,8,switch,left,6/21/1997,75,176,0.248,,0.3,0.343,0.977,0.373,30.48122575,-97.50361148
509,Salvatore,Wood,5,left,left,8/13/1998,76,180,0.286,,5.8,0.393,0.977,0.566,30.27478963,-97.61028368
510,Justice,Mclaughlin,5,right,left,12/18/2001,70,183,0.251,,5.2,0.335,0.952,0.421,30.43319788,-97.52942031
511,Anthony,Clayton,1,left,right,7/25/1998,77,225,0.236,2.2,8.7,0.35,0.974,0.548,30.56828834,-97.3148639
512,Hugh,Terrell,1,left,left,12/20/2000,74,200,0.32,3.61,6.6,0.371,0.982,0.595,30.68546785,-97.40333875
513,Gethin,Rodriguez,5,switch,left,2/5/1997,77,141,0.2,,3.5,0.366,0.967,0.573,30.65611078,-97.36109799
514,Lachlan,Watts,1,left,right,1/1/1995,71,249,0.252,3.75,6.6,0.349,0.958,0.351,30.70658333,-97.30753283
515,Ben,Ward,1,right,left,11/17/2002,73,152,0.301,3.37,4.8,0.386,0.985,0.417,30.55796074,-97.67686118
516,Jim,Carpenter,3,switch,left,7/4/1998,72,193,0.234,,7.8,0.332,0.955,0.57,30.44514811,-97.61567005
517,Julian,Parsons,9,left,right,5/12/1997,70,232,0.338,,8,0.367,0.987,0.373,30.37799374,-97.38154093
518,Roberto,Perry,6,left,left,11/25/1996,78,191,0.348,,6.6,0.324,0.976,0.443,30.4042326,-97.31410238
519,Demetrius,Li,6,left,left,11/22/1999,68,230,0.335,,8.7,0.355,0.95,0.436,30.41303891,-97.41699078
520,Leland,Schneider,1,right,right,3/16/1995,79,187,0.256,4.29,4.1,0.343,0.988,0.389,30.44472395,-97.53602497
521,Salvatore,Ballard,1,left,right,10/7/2003,78,158,0.264,3.92,3.1,0.307,0.951,0.563,30.30137924,-97.7212619
522,Alec,Newton,1,switch,right,2/27/2000,76,212,0.32,3.67,6.3,0.309,0.951,0.371,30.7131611,-97.31311756
523,Antony,Garrett,5,switch,right,11/12/2001,77,208,0.26,,0.3,0.317,0.956,0.6,30.75881813,-97.5870631
524,Hayden,Calhoun,6,left,left,1/17/2003,70,146,0.332,,2.7,0.384,0.968,0.419,30.75450561,-97.5348698
525,Connor,Montoya,1,right,left,2/23/1997,70,155,0.205,3.09,6.8,0.303,0.962,0.458,30.68562134,-97.48912241
526,Dane,Huffman,1,switch,right,4/14/1996,75,208,0.204,3.16,7.8,0.345,0.985,0.36,30.52318326,-97.64131208
527,Jon,Blankenship,2,left,left,1/31/2002,79,175,0.274,,9.9,0.35,0.968,0.457,30.62216014,-97.70194511
528,Henry,Allison,3,switch,right,7/15/2003,72,206,0.233,,9.5,0.325,0.95,0.55,30.62791024,-97.25122785
529,Nick,Sellers,1,switch,right,9/14/1995,72,217,0.205,3.81,4.6,0.324,0.963,0.585,30.31986207,-97.5164347
530,Conor,Chang,7,right,right,7/15/1999,70,245,0.301,,5.4,0.366,0.989,0.416,30.45671918,-97.40963249
531,Ricky,Wood,6,switch,left,9/15/2000,75,182,0.331,,9.6,0.354,0.964,0.484,30.59490035,-97.59121691
532,Charley,Rowe,8,right,right,8/8/2002,80,240,0.224,,4.8,0.337,0.973,0.553,30.65415309,-97.54271051
533,Henry,Torres,3,right,right,9/24/1995,67,185,0.202,,2,0.367,0.977,0.576,30.74706195,-97.65468275
534,Zackery,Joyce,1,switch,left,1/25/2000,72,223,0.254,3.66,3.8,0.378,0.967,0.415,30.75145781,-97.43398122
535,Jake,Nunez,9,switch,right,10/25/1998,65,235,0.22,,5.4,0.316,0.972,0.557,30.53711628,-97.4104975
536,Irvin,Vincent,1,switch,left,7/12/2002,80,161,0.265,4.34,3.1,0.373,0.997,0.501,30.35333831,-97.54523747
537,Melvin,Michael,1,left,left,4/14/1999,70,210,0.24,2.48,2,0.311,0.986,0.444,30.57286582,-97.27865724
538,Marcos,Cain,9,right,right,12/20/2000,76,209,0.218,,9.4,0.333,0.983,0.352,30.45151352,-97.26801736
539,Rhys,Schneider,1,left,right,1/3/1997,71,151,0.295,2.7,4.6,0.36,0.953,0.536,30.34483572,-97.49903742
540,Lloyd,Terrell,1,switch,left,1/15/1999,65,182,0.338,4.76,5.3,0.305,0.972,0.423,30.67270933,-97.37063205
541,Jorden,Yang,1,left,left,8/12/1998,72,144,0.2,4.49,7.5,0.346,0.958,0.422,30.64893497,-97.45359935
542,Larry,Mcmillan,3,left,right,7/25/2002,70,217,0.233,,2.6,0.385,0.985,0.508,30.58700673,-97.46734917
543,Abdul,Mueller,9,right,right,5/26/2003,65,245,0.344,,8,0.379,0.978,0.479,30.64622151,-97.71806547
544,Wilson,Cobb,1,switch,left,5/23/1999,70,238,0.304,2.05,2.5,0.363,0.969,0.506,30.28778468,-97.61037347
545,Jonathan,Hammond,9,right,right,11/15/1996,77,240,0.217,,0.4,0.342,0.952,0.594,30.57754771,-97.48037229
546,Claude,Vargas,1,switch,right,6/12/1998,74,249,0.261,4.04,5.5,0.356,0.97,0.404,30.29827359,-97.57292146
547,Charlie,Forbes,5,switch,left,1/2/2000,73,156,0.201,,4.3,0.305,0.994,0.543,30.51596554,-97.26059906
548,Leo,Kelley,1,left,right,6/14/2003,65,213,0.317,4.35,6,0.332,0.963,0.466,30.44269355,-97.5171668
549,Alfonso,Decker,1,switch,right,1/24/1999,65,149,0.269,3.23,9.3,0.398,0.974,0.539,30.28855939,-97.31124215
550,Kaiden,Montoya,1,right,left,5/22/2000,67,153,0.212,4.08,5.3,0.385,0.976,0.585,30.46110994,-97.53374314
551,Kian,Mason,9,left,left,8/17/2002,75,174,0.268,,2.5,0.351,0.958,0.514,30.32371576,-97.68786343
552,Gauge,Donaldson,7,switch,right,2/18/1996,68,216,0.251,,5.9,0.31,0.964,0.514,30.672849,-97.47282549
553,Valentin,Webster,1,right,left,11/5/2001,71,230,0.22,2.98,3.5,0.389,0.978,0.431,30.75103786,-97.34330176
554,Jon,Valenzuela,6,right,left,8/8/2002,78,194,0.268,,1.9,0.357,0.999,0.592,30.38799523,-97.42729371
555,Oskar,Watts,4,switch,left,7/31/2002,78,174,0.223,,2,0.351,0.962,0.576,30.49174437,-97.66219543
556,Ernesto,Acevedo,3,right,right,6/1/1999,75,148,0.346,,9.5,0.348,0.976,0.453,30.65908021,-97.42920724
557,Julian,House,1,left,right,8/8/2001,67,174,0.325,4.59,8.4,0.388,0.97,0.49,30.54587883,-97.27171405
558,Chris,Walters,1,right,left,6/18/2002,72,159,0.224,4.11,2.5,0.382,0.961,0.479,30.61878009,-97.63593754
559,Madden,Trujillo,8,right,right,5/22/1998,70,231,0.307,,3.5,0.36,0.961,0.505,30.74297531,-97.48879959
560,Harold,House,8,right,right,4/18/2001,69,243,0.273,,8.9,0.363,0.958,0.402,30.51442397,-97.65868234
561,Harvey,Buchanan,6,left,right,2/9/1997,79,175,0.286,,0.3,0.339,0.954,0.546,30.33033092,-97.34016145
562,Christopher,Terrell,3,right,right,6/12/1996,79,192,0.347,,5.4,0.304,0.994,0.373,30.66585861,-97.34512392
563,Jared,Barry,5,right,left,5/28/2001,77,214,0.337,,6.2,0.33,0.96,0.478,30.34733517,-97.25272094
564,Spencer,Reid,1,right,left,5/18/2000,70,178,0.345,2.46,3.4,0.321,1,0.487,30.56502416,-97.67593902
565,Leonardo,Castillo,1,right,left,3/22/1997,71,168,0.256,2.9,1.7,0.325,0.952,0.558,30.70017861,-97.36692429
566,Gordon,Garrison,4,left,right,1/2/2001,79,180,0.287,,5.5,0.311,1,0.4,30.49328369,-97.46063148
567,Irvin,Forbes,4,right,left,5/14/1996,77,184,0.349,,8.5,0.335,0.972,0.556,30.46957104,-97.38375099
568,Dane,Cochran,4,switch,left,1/8/2004,80,167,0.248,,9.7,0.372,0.986,0.369,30.46557512,-97.57565709
569,Raphael,Frey,6,left,left,1/12/1999,72,189,0.208,,5.9,0.384,0.97,0.451,30.4084386,-97.30139391
570,Connor,Mayer,6,right,right,3/5/2003,79,232,0.201,,4.1,0.324,0.981,0.536,30.59160412,-97.73797537
571,Jakob,Rowe,9,right,right,3/26/1997,66,235,0.24,,9.5,0.331,0.952,0.534,30.35532283,-97.52599499
572,Imran,Cobb,2,left,right,8/13/2001,73,207,0.324,,8.8,0.376,0.996,0.436,30.68692035,-97.47098284
573,Paul,Jensen,2,switch,left,12/30/1995,80,235,0.26,,2.4,0.381,0.968,0.595,30.67185152,-97.25792475
574,Mack,last_name,1,switch,left,12/21/1995,75,179,0.231,4.52,5,0.374,0.97,0.39,30.4411955,-97.6293119
575,Kian,Mcmillan,7,right,left,11/11/2003,75,151,0.206,,5.5,0.314,0.971,0.514,30.52955432,-97.37302396
576,Valentin,Moyer,5,switch,right,8/20/2001,80,149,0.296,,6.8,0.4,0.982,0.528,30.74522856,-97.55720733
577,Oskar,Ritter,7,right,right,3/21/2001,71,202,0.347,,9.9,0.385,0.954,0.353,30.70106345,-97.456595
578,Andy,Bryan,1,left,right,8/9/1997,72,173,0.272,3.9,4.1,0.369,0.977,0.451,30.50766269,-97.3614745
579,Julian,Frey,6,right,right,4/26/2003,75,205,0.266,,0.3,0.363,0.982,0.436,30.34072459,-97.3801798
580,Marc,Franklin,4,right,left,10/14/1995,65,206,0.241,,2.7,0.363,0.964,0.381,30.68692853,-97.60597878
581,Alex,Owen,8,right,right,11/29/2000,77,195,0.269,,1.7,0.356,0.951,0.438,30.76686294,-97.2675031
582,Ciaran,Hester,1,right,right,3/22/2003,68,223,0.329,4.16,0.8,0.335,0.972,0.592,30.74131182,-97.43006754
583,Braylon,Lin,1,left,right,12/7/2003,72,177,0.339,4.42,8.9,0.377,0.996,0.4,30.29463284,-97.36926181
584,Faith,Monroe,1,left,right,10/16/1996,79,167,0.22,3.63,1.1,0.335,0.962,0.502,30.67146662,-97.28956027
585,Zachery,Garrett,1,left,right,7/25/1996,79,220,0.343,2.02,3.1,0.341,0.958,0.534,30.4938988,-97.52294325
586,Claude,Mayer,8,right,right,9/3/1995,68,198,0.21,,6.2,0.359,0.981,0.526,30.26857692,-97.71644272
587,Marcos,Reid,5,right,left,2/15/1996,75,184,0.282,,1.8,0.384,0.958,0.537,30.45221607,-97.32082612
588,Mohamed,Evans,8,switch,right,6/24/2003,69,158,0.267,,9.7,0.337,0.985,0.516,30.46061941,-97.49804595
589,Mario,Sellers,1,left,left,6/10/2003,72,188,0.244,3.99,4.1,0.373,0.984,0.498,30.41948972,-97.57655963
590,Marco,Castro,6,left,left,7/26/1998,74,178,0.214,,1.7,0.316,0.976,0.468,30.68465519,-97.59138064
591,Zion,Friedman,1,right,left,4/19/1996,77,219,0.213,2.94,7.1,0.376,0.994,0.408,30.3021622,-97.45390618
592,Theo,Jacobs,1,left,left,12/30/1998,69,182,0.296,3.44,3.9,0.364,0.95,0.509,30.29170426,-97.65558016
593,Ciaran,Stout,1,switch,left,5/21/2003,78,213,0.243,2.97,6.4,0.359,0.996,0.4,30.40282726,-97.30300109
594,Ahmad,Ballard,1,switch,left,5/13/1996,77,188,0.207,2.79,7.5,0.362,0.995,0.424,30.32720233,-97.33984872
595,Alfonso,Trujillo,6,right,left,6/13/1998,77,193,0.274,,7,0.328,0.999,0.463,30.32136866,-97.59919111
596,Heinz,Mcdaniel,2,left,right,11/27/2002,70,153,0.261,,8.1,0.34,0.964,0.475,30.64571404,-97.29553743
597,Pearl,Fletcher,5,left,left,6/11/1998,79,247,0.301,,1.1,0.308,0.976,0.421,30.3927522,-97.30191503
598,Chris,Robles,1,switch,right,11/14/1995,69,208,0.301,3.08,6.2,0.306,0.994,0.355,30.61892962,-97.3201891
599,Douglas,Monroe,4,left,left,12/24/1998,80,152,0.34,,3.6,0.375,0.957,0.561,30.50954535,-97.59685643
600,Ramon,Escobar,2,switch,left,9/10/2003,73,154,0.316,,5.6,0.369,0.979,0.548,30.43992681,-97.65814942
601,Max,Raymond,8,left,right,1/31/2004,79,148,0.239,,2.5,0.319,0.969,0.416,30.48671612,-97.51918683
602,Bryant,Gutierrez,2,left,left,8/6/2001,67,220,0.264,,6.9,0.397,0.959,0.421,30.71904022,-97.3192666
603,Lloyd,Jacobs,4,switch,right,1/9/2003,67,149,0.243,,5,0.304,0.957,0.593,30.28250607,-97.70133943
604,Declan,Newton,1,right,left,12/14/1997,78,226,0.345,3.15,7.6,0.385,0.986,0.469,30.44406338,-97.63060569
605,Muhammad,Barr,2,switch,right,1/13/2004,65,187,0.286,,7.5,0.318,0.962,0.56,30.49685473,-97.52886179
606,John,Owen,8,left,left,12/16/1996,77,190,0.299,,0.7,0.325,0.959,0.366,30.42564307,-97.62103706
607,Bryant,Jackson,2,left,left,10/19/2000,67,213,0.289,,0.7,0.4,0.977,0.498,30.30707922,-97.29446209
608,Winston,Becker,1,switch,right,8/24/1998,78,159,0.349,4.76,2.6,0.34,0.999,0.404,30.41612086,-97.51644239
609,Kamden,Christian,1,right,left,10/3/2002,75,195,0.288,4.32,0.4,0.323,0.954,0.55,30.45477757,-97.66329125
610,Travis,Byrd,8,switch,left,4/17/1998,71,154,0.343,,1.8,0.366,0.995,0.597,30.69661448,-97.44652461
611,Faris,Ellison,3,switch,left,7/1/1996,70,159,0.312,,3.8,0.33,0.957,0.531,30.55819077,-97.64686275
612,Harris,Hayes,1,switch,right,6/28/1996,73,196,0.251,4.08,1.5,0.349,0.969,0.41,30.73872901,-97.54730294
613,Jax,Li,8,right,left,3/28/1998,68,227,0.203,,6.9,0.323,0.972,0.541,30.53801187,-97.60867226
614,Mack,Hester,4,switch,right,1/22/2000,67,142,0.264,,6.7,0.304,0.98,0.38,30.51117605,-97.70173134
615,Marc,Ballard,1,right,left,1/4/2001,79,214,0.245,2.35,9.8,0.386,0.958,0.368,30.76703407,-97.4246126
616,Jamal,Rowe,1,switch,right,6/19/2002,74,140,0.254,3.54,7.4,0.335,0.96,0.533,30.34634288,-97.49297299
617,Jon,Robles,1,left,right,5/7/1996,69,243,0.343,4.73,4.2,0.33,0.975,0.594,30.58824603,-97.31001791
618,Leland,Monroe,1,right,left,8/24/1996,65,180,0.253,2.68,2.1,0.354,0.992,0.438,30.52466369,-97.60884959
619,Harold,Becker,2,left,right,6/27/1997,66,214,0.254,,0.6,0.306,0.962,0.558,30.53626735,-97.49199913
620,Declan,Mejia,1,switch,right,12/9/1997,70,192,0.322,2.74,7.5,0.363,0.963,0.364,30.6978237,-97.49832242
621,Larry,Monroe,9,right,left,8/9/1999,77,163,0.267,,9.9,0.382,0.985,0.364,30.34724022,-97.65890418
622,Alex,Hickman,9,right,left,7/29/1997,72,170,0.294,,8.7,0.315,0.979,0.497,30.61762909,-97.42492847
623,Travis,Proctor,1,switch,left,2/22/1998,75,191,0.223,4.96,4.2,0.346,0.979,0.519,30.36459179,-97.47666065
624,Enzo,Frey,4,right,right,4/29/1996,69,153,0.321,,1.8,0.368,0.96,0.352,30.33332942,-97.42084658
625,Jon,Decker,1,switch,left,9/17/1997,68,188,0.345,4.04,3.1,0.385,0.978,0.505,30.65554232,-97.48302471
626,Mauricio,Mcclain,1,right,right,7/15/1997,67,209,0.22,3.03,2.3,0.308,0.973,0.453,30.33880494,-97.33533424
627,Aron,Dawson,1,right,left,1/11/2002,77,153,0.306,3.1,3.5,0.399,0.997,0.374,30.34933405,-97.61256269
628,Joaquin,Mayo,3,right,right,9/8/2003,79,171,0.226,,7.2,0.321,0.999,0.366,30.39378714,-97.32864797
629,Ayaan,Pham,6,left,left,8/10/2002,70,164,0.339,,4.3,0.38,0.96,0.395,30.3577825,-97.58779817
630,Alex,Robles,1,switch,right,11/20/2000,65,224,0.249,4.46,1.9,0.319,0.991,0.394,30.29156893,-97.28683766
631,Koen,Bowen,1,right,left,4/1/2001,80,244,0.3,2.09,5.1,0.39,0.981,0.522,30.7067776,-97.26898553
632,Antoine,Webster,7,right,left,7/18/1995,67,232,0.207,,1.5,0.334,0.98,0.437,30.46042161,-97.27964344
633,Raphael,Bradshaw,1,switch,left,2/11/2000,67,223,0.231,2.53,7.8,0.342,0.965,0.368,30.55331575,-97.41962833
634,Adil,Fowler,9,switch,left,11/16/1998,72,245,0.227,,8,0.371,0.989,0.579,30.46665241,-97.66896114
635,Chris,Rosario,2,left,right,2/16/2002,70,212,0.333,,0.6,0.399,0.95,0.579,30.46316567,-97.65092373
636,Jude,Roman,7,switch,right,5/4/1995,73,191,0.216,,8,0.373,0.993,0.47,30.63479433,-97.50526319
637,Jakob,Bright,4,right,right,4/10/1996,72,159,0.269,,9.7,0.321,0.973,0.536,30.58879939,-97.72424724
638,Violet,Cox,5,left,left,8/12/2001,67,201,0.223,,5,0.361,0.975,0.482,30.53306848,-97.53641037
639,Marco,Cochran,2,right,right,12/15/1997,66,227,0.293,,7.3,0.337,0.95,0.579,30.74110201,-97.51026036
640,Violet,Walter,3,switch,left,9/2/2002,72,228,0.316,,7.1,0.36,0.995,0.398,30.40983484,-97.25768314
641,Jaiden,Vang,5,switch,left,1/1/2002,69,167,0.311,,5.4,0.336,0.952,0.367,30.37434155,-97.36552154
642,Aaron,Morris,9,left,right,10/17/2002,69,204,0.213,,9.3,0.32,0.995,0.495,30.35821877,-97.49733996
643,Calvin,Vargas,1,right,left,10/21/1998,75,187,0.315,3.03,1.5,0.321,0.952,0.499,30.65378957,-97.29590869
644,Declan,Ross,5,left,left,4/20/2001,73,208,0.226,,8,0.398,0.985,0.465,30.43337845,-97.61137629
645,Fritz,Larson,5,left,right,9/19/1995,66,163,0.342,,4.1,0.365,0.973,0.393,30.59575131,-97.27711367
646,Kaiden,Stark,3,switch,right,7/6/1996,77,149,0.339,,2.6,0.393,0.959,0.557,30.2880282,-97.24560241
647,Larry,Ruiz,7,right,left,2/29/1996,76,188,0.331,,1.7,0.324,0.995,0.581,30.35790756,-97.58567051
648,Jeremiah,Kidd,1,left,left,7/2/1997,79,201,0.22,2.15,0.3,0.375,0.977,0.418,30.34219702,-97.32819085
649,Roberto,Mason,2,right,left,12/7/2000,69,214,0.241,,0.3,0.352,0.983,0.417,30.38444006,-97.38760009
